	count	lat	lon	name	state
27	131	43.0166666666667	-87.95	Milwaukee Coast Guard Light Station	WI
28	38	44.0333333333333	-68.8666666666667	Heron Neck Coast Guard Light Station	ME
29	202	42.5833333333333	-87.75	Kenosha Coast Guard Station	WI
30	12	43.95	-86.4666666666667	Ludington Coast Guard Station	MI
31	10	46.4466666666667	-95.2116666666667	Wadena, Wadena Municipal Airport	MN
32	25	46.6186111111111	-93.30972222222219	Mc Gregor, Isedor Iverson Airport	MN
33	53	43.7666666666667	-69.3333333333333	Monhegan / Manana Island	ME
34	152	41.716666666666704	-86.9166666666667	Michigan City Coast Guard Station	IN
35	186	41.3	-72.0833333333333	New London Ledge Coast Guard Station	CT
36	31	43.2333333333333	-86.3333333333333	Muskegon Coast Guard Station	MI
37	67	45.883333333333304	-93.2666666666667	Mora Municipal Automatic Weather Observing / Reporting System 	MN
38	90	42.8833333333333	-78.8833333333333	Buffalo Coast Guard Station	NY
39	0	28.6833333333333	-91.2166666666667	Ship Shoal Platform	LA
40	54	35.216666666666704	-83.4166666666667	Franklin, Macon County Airport	NC
41	48	36.6105555555556	-83.7372222222222	Middlesboro, Middlesboro-Bell County Airport	KY
42	19	29.35	-89.4333333333333	Boothville Heliport	LA
43	16	34.1469444444444	-97.1225	Ardmore, Ardmore Downtown Executive Airport	OK
44	73	33.1752777777778	-97.8283333333333	Bridgeport, Bridgeport Municipal Airport	TX
45	12	44.7530555555556	-95.5558333333333	Granite Falls, Granite Falls Municipal Airport/Lenzen-Roe Memorial Field	MN
46	0	28.783333333333303	-89.05	Mississippi Canyon	LA
47	9	39.0705555555556	-88.5333333333333	Effingham, Effingham County Memorial Airport	IL
48	39	31.1333333333333	-81.3666666666667	Saint Simon Island Coast Guard Station	GA
49	21	32.0166666666667	-80.85	Tybee Coast Guard Station	GA
50	169	29.0666666666667	-80.9166666666667	Ponce De Leon Inlet	FL
51	16	29.6833333333333	-85.3666666666667	Cape San Blas Coast Guard Station	FL
52	46	30.3166666666667	-87.25	Santa Rosa Coast Guard Station	FL
53	1	37.0	-101.883333333333	Elkhart / Elkhart-Morton County Airport	KS
54	334	34.0	-118.5	Santa Monica Pier	CA
55	41	34.2802777777778	-87.6002777777778	Haleyville, Posey Field Airport	AL
56	13	41.7333333333333	-122.55	Montague	CA
57	109	43.7791666666667	-71.7536111111111	Plymouth, Plymouth Municipal Airport	NH
58	11	39.533333333333296	-107.8	Rifle Aviation Weather Reporting Station 	CO
59	95	44.4200458304848	-72.0192325115204	Saint Johnsbury	VT
60	108	34.1833333333333	-77.8166666666667	Wrightsville Beach	NC
61	53	44.1	-69.1	Rockland Coast Guard Station	ME
62	79	42.1166666666667	-86.4833333333333	Saint Joseph Coast Guard Station	MI
63	101	41.9166666666667	-80.8	Ashtabula Coast Guard Station	OH
64	23	44.5333333333333	-67.6166666666667	West Jonesport Coast Guard Station	ME
65	15	40.0536111111111	-106.368888888889	Kremmling, Mc Elroy Airfield	CO
66	27	40.28416666666671	-88.1341666666667	Rantoul, Frank Elliott Field Airport	IL
67	84	43.75	-87.7	Sheboygan Coast Guard Station	WI
68	143	41.55	-82.7333333333333	Marblehead Coast Guard Station	OH
69	64	43.6666666666667	-69.7666666666667	Seguin Island Coast Guard Light Station	ME
70	163	41.5	-81.7166666666667	Cleveland Harbor Coast Guard Station	OH
71	8	44.8	-66.95	West Quoddy Head Coast Guard Light Station	ME
72	136	41.7	-83.45	Toledo Coast Guard Station	OH
73	238	43.0666666666667	-70.7166666666667	Portsmouth Harbor	NH
74	37	42.1166666666667	-80.0833333333333	Erie Coast Guard Station	PA
75	7	26.4419444444444	-98.1294444444444	Edinburg, Edinburg International Airport	TX
76	68	43.25	-77.6	Rochester Coast Guard Light Station	NY
77	53	34.095	-82.8158333333333	Elberton, Elbert County Airport-Patz Field	GA
78	145	41.466666666666704	-82.1833333333333	Lorain Coast Guard Station	OH
79	0	45.1833333333333	-113.9	Salmon	ID
80	1	46.6666666666667	-85.9833333333333	Grand Marais Coast Guard Station	MI
81	73	43.4666666666667	-76.5166666666667	Oswego Coast Guard Station	NY
82	0	27.8833333333333	-91.5	Grncyn Blk52 Supplementary Aviation Weather Reporting Station 	LA
83	20	29.7	-93.95	Sabine Pass	TX
84	8	45.0166666666667	-85.95	North Manitou Shoal	MI
85	333	42.316666666666706	-70.8833333333333	Boston / Hull Coast Guard Light Station	MA
86	181	41.216666666666704	-81.25	Ravenna / Portage County	OH
87	3	47.0833333333333	-90.7333333333333	Devils Island Light Station	WI
88	80	43.616666666666696	-70.2	Portland Head Coast Guard Light Station	ME
89	20	32.383333333333304	-106.483333333333	White Sands	NM
90	22	35.6666666666667	-75.9	Dare County Gunnery Range	NC
91	5	32.7558333333333	-91.8805555555555	Bastrop, Morehouse Memorial Airport	LA
92	85	41.6258333333333	-80.21222222222221	Meadville, Port Meadville Airport	PA
93	34	29.413333333333302	-90.29888888888891	Galliano, Galliano Heliport	LA
94	394	33.5666666666667	-118.133333333333	Huntington B. Oil	CA
95	198	39.9	-83.1333333333333	Columbus / Bolton Field	OH
96	194	32.9833333333333	-117.266666666667	Solana Beach	CA
97	27	45.372222222222206	-94.74638888888892	Paynesville, Paynesville Municipal Airport	MN
98	51	33.85	-80.4833333333333	Poinsett Range, Sumpter	SC
99	11	27.8113888888889	-97.08888888888892	Port Aransas, Mustang Beach Airport	TX
100	50	46.7	-123.816666666667	Willapa Harbor	WA
101	7	44.2083333333333	-114.93444444444401	Stanley, Stanley Airport	ID
102	8	38.6	-106.916666666667	Gunnison Aviation Weather Reporting Station 	CO
103	0	45.6044444444444	-103.54638888888901	Buffalo	SD
104	208	41.783333333333296	-70.5	Sandwich Coast Guard Station	MA
105	18	43.633333333333304	-83.85	Saginaw River Coast Guard Station	MI
106	195	41.216666666666704	-72.6666666666667	Faulkner Island Coast Guard Light Station	CT
107	18	46.7666666666667	-92.0833333333333	Duluth Harbor Coast Guard Station	MN
108	80	41.6666666666667	-69.95	Chatham Coast Guard Station	MA
109	10	32.6752777777778	-102.6525	Seminole, Gaines County Airport	TX
110	2	47.4666666666667	-88.1666666666667	Eagle Harbor Coast Guard Light Station	MI
111	2	47.2333333333333	-88.6333333333333	Portage Coast Guard Station	MI
112	139	41.3833333333333	-71.0333333333333	Buzzards Bay Coast Guard Light Station	MA
113	264	42.5833333333333	-70.6666666666667	Gloucester Coast Guard Station	MA
114	363	40.95	-73.4	Eatons Neck Coast Guard Station	NY
115	4	46.55	-87.3833333333333	Marquette Coast Guard Light Station	MI
116	262	42.816666666666706	-70.8666666666667	Merrimac River Coast Guard Station	MA
117	169	42.05	-70.1833333333333	Race Point Coast Guard Station	MA
118	100	40.4819444444444	-111.428888888889	Heber, Heber City Municipal-Russ McDonald Field Airport	UT
119	301	42.2	-70.7166666666667	Scituate Coast Guard Station	MA
120	93	35.378611111111105	-78.7336111111111	Erwin, Harnett County Airport	NC
121	7	45.85	-84.7166666666667	Saint Ignace	MI
122	7	44.25	-83.4333333333333	Tawas Point Coast Guard Station	MI
123	64	34.2686111111111	-86.8583333333333	Cullman, Folsom Field Airport	AL
124	284	34.366666666666696	-118.566666666667	Newhall	CA
125	24	45.4630555555556	-69.5516666666667	Greenville, Greenville Municipal Airport	ME
126	0	28.0833333333333	-92.7	Eugene Island 330	LA
127	203	41.3838888888889	-72.5058333333333	Chester, Chester Airport	CT
128	18	46.6666666666667	-113.15	Drummond	MT
129	140	42.6333333333333	-83.9833333333333	Howell	MI
130	1	46.4333333333333	-109.833333333333	Harlowton	MT
131	74	38.9144444444444	-82.0983333333333	Point Pleasant, Mason County Airport	WV
132	39	33.5975	-83.1388888888889	Greensboro, Greene County Regional Airport	GA
133	30	37.7497222222222	-97.21888888888891	Wichita, Colonel James Jabara Airport	KS
134	402	33.6	-117.883333333333	Newport Beach	CA
135	30	40.1586111111111	-89.335	Lincoln, Logan County Airport	IL
136	91	39.162222222222205	-89.6744444444444	Litchfield, Litchfield Municipal Airport	IL
137	6	40.4594444444444	-106.75972222222201	Mount Werner	CO
138	212	37.8	-122.366666666667	Treasure Island	CA
139	4	40.6166666666667	-93.95	Lamoni	IA
140	31	28.966666666666697	-95.85	Bay City, Bay City Municipal Airport	TX
141	10	44.8333333333333	-84.55	Graying Air Force Range	MI
142	217	45.25	-122.766666666667	Aurora State	OR
143	8	43.1666666666667	-95.15	Spencer	IA
144	12	32.7419444444444	-95.49638888888892	Mineola/Quitman, Wood County Airport	TX
145	78	29.908055555555602	-96.95	La Grange, Fayette Regional Air Center Airport	TX
146	4	47.6	-115.366666666667	Thompson Falls	MT
147	0	29.1166666666667	-89.2	Venice Heliport	LA
148	49	34.65	-77.1	Swansboro / Bogue	NC
149	1	46.616666666666696	-69.5333333333333	Clayton Lake	ME
150	8	35.650833333333296	-112.146111111111	Grand Canyon, Valle Airport	AZ
151	380	39.9833333333333	-75.8666666666667	Chester County Airport	PA
152	5	45.0666666666667	-83.55	Thunder Bay Island	MI
153	78	42.85	-84.4833333333333	Bath	MI
154	0	28.466666666666697	-91.7833333333333	Eugene Island	LA
155	75	45.1	-94.5	Litchfield Municipal	MN
156	301	47.6666666666667	-122.433333333333	West Point Coast Guard Light Station	WA
157	211	41.7	-73.7333333333333	Millbrook / Sky Acres	NY
158	8	35.15	-75.3	Diamond Shoals Coast Guard Station	NC
159	5	46.5	-84.3333333333333	Sault Ste. Marie Coast Guard Station	MI
160	65	41.283333333333296	-70.0833333333333	Brant Point Coast Guard Station	MA
161	44	34.890833333333305	-79.7588888888889	Rockingham, Rockingham-Hamlet Airport	NC
162	336	40.6333333333333	-73.2666666666667	Bay Shore / Fire Island	NY
163	16	35.116666666666696	-75.9833333333333	Oracoke Coast Guard Station	NC
164	107	34.3105555555556	-84.4238888888889	Canton, Cherokee County Airport	GA
165	35	38.6869444444444	-80.6516666666667	Sutton, Braxton County Airport	WV
166	119	41.066666666666706	-71.9333333333333	Montauk Point Coast Guard Light Station	NY
167	218	40.783333333333296	-72.75	East Moriches Coast Guard Station	NY
168	24	43.6766666666667	-92.1797222222222	Preston, Fillmore County Airport	MN
169	57	34.473611111111104	-85.7213888888889	Fort Payne, Isbell Field Airport	AL
170	12	42.05	-124.28333333333299	Brookings	OR
171	1	37.6166666666667	-109.46666666666701	Blanding 	UT
172	110	39.050277777777794	-105.51444444444401	Wilkerson Pass	CO
173	0	45.4333333333333	-105.4	Broadus 	MT
174	18	35.2666666666667	-117.433333333333	Cuddleback Gunnery Range	CA
175	0	34.1	-105.683333333333	Corona / Lincoln	NM
176	3	42.75	-105.383333333333	Douglas	WY
177	6	32.698888888888895	-94.94888888888892	Gilmer, Fox Stephens Field - Gilmer Municipal Airport	TX
178	0	38.3666666666667	-110.71666666666701	Hanksville 	UT
179	349	33.866666666666696	-118.4	Hermosa Beach Pier	CA
180	3	42.216666666666704	-120.35	Lakeview	OR
181	9	34.3	-103.8	Melrose Gunnery Range	NM
182	76	34.9833333333333	-106.05	Moriarty	NM
183	9	33.9091666666667	-94.8591666666667	Idabel, Mc Curtain County Regional Airport	OK
184	3	48.4166666666667	-119.53333333333299	Omak	WA
185	68	35.8	-107.183333333333	Torreon	NM
186	4	36.3333333333333	-117.1	Superior Valley Gunnery Range	CA
187	4	42.0166666666667	-113.25	Strevell	ID
188	128	32.4558333333333	-96.9122222222222	Midlothian/Waxahachie, Mid-Way Regional Airport	TX
189	10	37.283333333333296	-107.866666666667	Durango Aviation Weather Reporting Station	CO
190	382	40.566666666666706	-73.8833333333333	Rockaway Coast Guard Station	NY
191	119	37.7	-123.0	Farallon Island	CA
192	359	40.5833333333333	-73.55	Short Beach Coast Guard Station	NY
193	184	37.75	-122.7	San Francisco Pbs 	CA
194	83	39.0	-74.8166666666667	Wildwood	NJ
195	250	38.05	-122.266666666667	Davis Point Aviation Weather Reporting Station 	CA
196	13	45.65	-95.3833333333333	Glenwood	MN
197	200	37.5	-122.5	Pillar Pt / El Granda	CA
198	292	48.116666666666696	-122.75	Point Wilson Coast Guard Light Station	WA
199	397	40.1	-74.0166666666667	Manasquan Inl Coast Guard Station	NJ
200	109	36.8	-121.8	Castroville / Moss	CA
201	10	44.680277777777796	-84.7288888888889	Grayling, Grayling AAF Airport	MI
202	168	39.3833333333333	-74.4166666666667	Atlantic City Coast Guard Station	NJ
203	398	40.466666666666704	-74.0166666666667	Sandy Hook Coast Guard Station	NJ
204	74	42.992777777777796	-84.1388888888889	Owosso, Owosso Community Airport	MI
205	130	41.7358333333333	-83.6552777777778	Lambertville, Toledo Suburban Airport	MI
206	15	37.4833333333333	-82.5166666666667	Pikeville Remote Automatic Meteorological Observing System 	KY
207	1	44.4041666666667	-118.9625	John Day State Airport	OR
208	387	33.7666666666667	-118.166666666667	Long Beach 	CA
209	0	28.216666666666697	-93.75	East Addition B323	TX
210	29	29.2541666666667	-96.1541666666667	Wharton, Wharton Regional Airport	TX
211	8	39.425555555555604	-107.379166666667	Sunlight	CO
212	85	32.0833333333333	-97.0972222222222	Hillsboro, Hillsboro Municipal Airport	TX
213	20	31.880833333333303	-106.704722222222	Santa Teresa, Dona Ana County Airport at Santa Teresa	NM
214	11	43.9866666666667	-95.7825	Slayton, Slayton Municipal Airport	MN
215	45	38.6166666666667	-75.0666666666667	Indian River Coast Guard Station	DE
216	217	38.9166666666667	-76.4666666666667	Annapolis Coast Guard Station	MD
217	230	42.066666666666706	-87.6833333333333	Wilmette Marines	IL
218	87	30.169166666666698	-96.98	Giddings, Giddings-Lee County Airport	TX
219	67	36.933333333333294	-76.0	Cape Henry Coast Guard Light Station	VA
220	209	41.716666666666704	-87.5333333333333	Chicago / Calumet Coast Guard Station	IL
221	95	37.4833333333333	-76.3166666666667	Milford Haven Coast Guard Station	VA
222	67	37.533333333333296	-75.6166666666667	Parramore Beach	VA
223	108	38.3833333333333	-76.3833333333333	Cove Point Coast Guard Light Station	MD
224	160	41.45	-71.35	Castle Hill Coast Guard Station	RI
225	245	39.3333333333333	-76.1	Stillpond Coast Guard Station	MD
226	2	29.946666666666697	-100.17361111111099	Rocksprings, Edwards County Airport	TX
227	47	35.1944444444444	-83.8647222222222	Andrews, Andrews-Murphy Airport	NC
228	0	30.0480555555556	-102.213055555556	Dryden, Terrel County Airport	TX
229	23	30.783611111111103	-98.6619444444444	Llano, Llano Municipal Airport	TX
230	34	37.0636111111111	-81.7980555555555	Richlands, Tazewell County Airport	VA
231	247	48.4666666666667	-122.416666666667	Burlington / Mt Vern	WA
232	251	48.25	-122.666666666667	Oak Harbor Airpark	WA
233	9	42.316666666666706	-113.333333333333	Malta	ID
234	21	34.6	-76.5333333333333	Cape Lookout Coast Guard Station	NC
235	32	43.4586111111111	-83.44527777777779	Caro, Tuscola Area Airport	MI
236	83	36.4372222222222	-79.8508333333333	Reidsville, Rockingham County NC Shiloh Airport	NC
237	185	33.883333333333304	-78.0166666666667	South Port / Oak Island Coast Guard Station	NC
238	14	31.3	-86.3833333333333	Andalusia, Andalusia-Opp Municipal Airport	AL
239	22	35.7666666666667	-75.5166666666667	Oregon Inlet Coast Guard Station	NC
240	6	32.0833333333333	-84.3666666666667	Plains / Peterson Field	GA
241	0	28.283333333333303	-93.1833333333333	West Cameron 560A	LA
242	10	38.7825	-106.21805555555599	Cottonwood Pass	CO
243	153	42.54277777777779	-83.17777777777779	Troy, Oakland/Troy Airport	MI
244	10	33.5930555555556	-95.0633333333333	Clarksville, Clarksville-Red River County Airport	TX
245	5	31.9166666666667	-98.6002777777778	Comanche, Comanche County-City Airport	TX
246	33	29.216666666666697	-90.2333333333333	Leeville	LA
247	29	29.7	-91.1	Amelia / Lake Palourd	LA
248	10	29.783333333333303	-92.1333333333333	Intracoastal City	LA
249	16	29.783333333333303	-93.3	Cameron Heliport	LA
250	0	28.3	-91.9833333333333	South Marsh Island	LA
251	35	46.2833333333333	-124.05	Cape Disappointment	WA
252	28	43.35	-124.333333333333	Coos Bay Coast Guard Station	OR
253	47	32.6833333333333	-79.8833333333333	Folly Beach Long Range Navigation	SC
254	7	40.433333333333294	-124.5	Blunts Reef Coast Guard Station	CA
255	32	46.9166666666667	-124.1	Grays Harbor Coast Guard Station	WA
256	195	33.2166666666667	-79.1833333333333	Georgetown Coast Guard Light Station	SC
257	143	36.966666666666704	-122.0	Santa Cruz Harbor	CA
258	52	44.0	-124.116666666667	Siuslaw River Coast Guard Station	OR
259	6	41.8333333333333	-124.4	St George Reef Coast Guard Light Station	CA
260	249	48.3166666666667	-122.85	Smith Island Coast Guard Light Station	WA
261	10	35.6655555555556	-121.284722222222	Point Piedras Blanca	CA
262	6	47.9	-124.633333333333	Quillayute River Coast Guard Light Station	WA
263	6	40.7666666666667	-124.233333333333	Samoa / Humboldt Bay	CA
264	184	45.5666666666667	-123.916666666667	Tillamook Bay Coast Guard Station	OR
265	27	38.95	-123.733333333333	Point Arena Coast Guard Light Station	CA
266	58	34.228888888888896	-86.25555555555559	Albertville, Albertville Municipal Airport	AL
267	28	44.35	-68.1333333333333	Egg Rock Light Station	ME
268	6	45.6688888888889	-96.9913888888889	Sisseton, Sisseton Municipal Airport	SD
269	117	33.254444444444395	-97.58055555555549	Decatur, Decatur Municipal Airport	TX
270	41	30.3666666666667	-88.5666666666667	Pascagoula Coast Guard Station	MS
271	41	30.233333333333302	-88.0333333333333	Mobile Point Coast Guard Station	AL
272	1	28.9166666666667	-89.4333333333333	Southwest Pass Coast Guard Station	LA
273	30	29.266666666666698	-89.95	Grand Isle Coast Guard Station	LA
274	25	28.95	-95.3	Freeport Coast Guard Station	TX
275	12	48.601111111111095	-113.114722222222	Browning, Starr-Browning Airstrip	MT
276	151	45.1588888888889	-93.8430555555556	Buffalo, Buffalo Municipal Airport	MN
277	26	46.2666666666667	-92.5666666666667	Crane Lake Automatic Weather Observing / Reporting System	MN
278	43	43.6833333333333	-124.166666666667	Umpqua River Coast Guard Station	OR
279	295	47.5166666666667	-122.416666666667	Alki Point Coast Guard Light Station	WA
280	106	38.316666666666706	-123.05	Bodega Bay Coast Guard Light Station	CA
281	20	42.8333333333333	-124.566666666667	Cape Blanco Coast Guard Station	OR
282	167	37.183333333333294	-122.4	Pigeon Point Coast Guard Light Station	CA
283	8	48.383333333333304	-124.733333333333	Cape Flattery Coast Guard Light Station	WA
284	189	37.8	-122.516666666667	Point Bonita Coast Guard Light Station	CA
285	18	44.116666666666696	-76.3333333333333	Cape Vincent Marine Aviation Reporting Station	NY
286	85	36.6333333333333	-121.933333333333	Point Pinos Coast Guard Light Station	CA
287	75	44.616666666666696	-124.05	Yaquina Bay Coast Guard Station	OR
288	7	41.05	-124.15	Trinidad Head Coast Guard Light Station	CA
289	236	48.1666666666667	-123.1	New Dungeness Coast Guard Station	WA
290	120	38.0	-123.016666666667	Point Reyes Coast Guard Station	CA
291	306	47.9166666666667	-122.53333333333299	Point No Point Coast Guard Station	WA
292	287	38.15	-121.7	Rio Vista Coast Guard Light Station	CA
293	6	46.8391666666667	-96.66305555555559	Moorhead, Moorhead Municipal Airport	MN
294	265	38.033333333333296	-122.03333333333299	Port Chicago	CA
295	294	47.383333333333304	-122.366666666667	Point Robinson Coast Guard Light Station	WA
296	60	44.9333333333333	-72.2	Newport	VT
297	32	44.2833333333333	-68.2666666666667	Bear Island Coast Guard Station	ME
298	3	41.1166666666667	-114.96666666666701	Wells	NV
299	429	33.45	-117.683333333333	Dana Point	CA
300	53	34.9833333333333	-117.85	Edwards, Edwards Air Force Auxiliary North Base	CA
301	31	29.3333333333333	-94.7666666666667	Galveston Coast Guard Station	TX
302	0	43.7666666666667	-99.3183333333333	Chamberlain, Chamberlain Municipal Airport	SD
303	0	70.6386111111111	-160.006666666667	Wainwright, Wainwright Airport	AK
304	326	42.566666666666706	-71.6	Fort Devens / Ayer	MA
305	1	40.6	-116.866666666667	Battle Mountain	NV
306	24	30.1166666666667	-91.55	Butte La Rose	LA
307	31	41.2333333333333	-89.6166666666667	Bradford / Rinkenberg	IL
308	2	60.7858333333333	-161.826388888889	Bethel, Bethel Airport	AK
309	4	43.9333333333333	-105.45	Belle Fourche	WY
310	7	40.5	-124.3	Eureka NEXRAD	CA
311	1	63.9936111111111	-145.6925	Delta Junction / Ft. Greely, Allen Army Air Field	AK
312	2	41.65	-108.583333333333	Bittercreek	WY
313	10	31.0	-93.6166666666667	Ft. Polk, Fullerton Landing Strip	LA
314	40	33.1666666666667	-86.75	Birmingham Nexrad	AL
315	12	40.8833333333333	-121.666666666667	Burney	CA
316	1	41.6666666666667	-115.78333333333299	Wildhorse Reservation / Elko	NV
317	295	41.95	-71.1333333333333	Boston Nexrad	MA
318	2	41.933333333333294	-104.95	Bordeaux	WY
319	0	66.91611111111109	-151.508888888889	Bettles, Bettles Airport	AK
320	262	33.9333333333333	-116.96666666666701	Beaumont	CA
321	5	42.5833333333333	-108.28333333333299	Beaver Rim	WY
322	173	41.425277777777794	-88.41861111111109	Morris, Morris Municipal-James R Washburn Field Airport	IL
323	53	44.133333333333304	-87.55	Two Rivers Coast Guard Station	WI
324	52	41.8333333333333	-89.45	Dixon / Walgreen Field	IL
325	19	41.019166666666706	-89.38638888888892	Lacon, Marshall County Airport	IL
326	121	39.8833333333333	-105.766666666667	Winter Park Resort 	CO
327	36	39.467222222222205	-106.150277777778	Copper Mountain, Red Cliff Pass	CO
328	35	40.9166666666667	-78.0	State College Nexrad	PA
329	2	48.266388888888905	-92.48361111111109	Crane Lake, Scotts Seaplane Base	MN
330	4	39.816666666666706	-93.5833333333333	Chillicothe, Chillicothe Agri-Science Center	MO
331	0	60.4888888888889	-145.451111111111	Cordova, Smith Airport	AK
332	227	41.8666666666667	-87.6	Chicago / Meigs	IL
333	224	42.0	-87.8833333333333	Chicago Weather Service Forecast Office	IL
334	2	41.533333333333296	-109.46666666666701	Cemetery Separa	WY
335	2	37.4513888888889	-106.80027777777799	Pagosa Springs, Wolf Creek Pass	CO
336	77	35.0	-105.666666666667	Clines Corners	NM
337	33	35.1666666666667	-85.15	Chattanooga / Daisy	TN
338	362	34.0166666666667	-118.28333333333299	Los Angeles / USC Campus Downtown	CA
339	12	48.55	-117.883333333333	Colville Municipal	WA
340	125	40.050277777777794	-105.583888888889	Nederland Mountain, Corona Pass	CO
341	15	35.3333333333333	-120.733333333333	Camp San Luis Airport 	CA
342	1	41.716666666666704	-107.78333333333299	Continental Div	WY
343	227	40.9166666666667	-72.7833333333333	Calverton / Grumman	NY
344	11	32.6694444444444	-115.513333333333	Calexico, Calexico International Airport	CA
345	93	32.6261111111111	-116.46833333333299	Campo	CA
346	40	29.9333333333333	-90.1333333333333	Audubon Park	LA
347	0	45.0319444444444	-102.019166666667	Faith	SD
348	11	43.6211111111111	-96.2155555555556	Luverne, Quentin Aanenson Field Airport	MN
349	0	48.9333333333333	-95.35	Warroad	MN
350	6	45.425555555555604	-84.9133333333333	Harbor Springs, Harbor Springs Airport	MI
351	142	44.85	-93.15	South St. Paul Municipal	MN
352	223	38.5	-121.683333333333	Sacramento Nexrad	CA
353	0	66.0705555555556	-162.75833333333298	Deering, Deering Airport	AK
354	3	44.2166666666667	-106.1	Dead Horse	WY
355	371	39.95	-74.4166666666667	Philadelphia NEXRAD	PA
356	44	41.7333333333333	-93.7166666666667	Des Moines Nexrad	IA
357	5	31.1666666666667	-93.0	Ft. Polk, Self Strip	LA
358	4	42.8333333333333	-105.866666666667	Deer Creek	WY
359	148	42.7	-83.45	Detroit NEXRAD	MI
360	13	33.11	-98.5552777777778	Graham, Graham Municipal Airport	TX
361	6	33.8166666666667	-109.983333333333	Whiteriver, Whiteriver Airport	AZ
362	0	33.9	-106.4	Northrup Landing Strip	NM
363	2	30.5855555555556	-100.648333333333	Sonora, Sonora Municipal Airport	TX
364	3	36.9	-106.583333333333	Chama	NM
365	0	30.384166666666697	-103.683333333333	Alpine, Alpine-Casparis Municipal Airport	TX
366	8	32.8166666666667	-109.683333333333	Safford Automatic Meteorological Observing System	AZ
367	0	64.7763888888889	-141.160555555556	Eagle, Eagle Airport	AK
368	54	38.816666666666706	-94.2666666666667	Pleasant NEXRAD	MO
369	17	64.5477777777778	-149.08388888888902	Nenana, Nenana Municipal Airport	AK
370	78	42.6	-74.0666666666667	Albany NEXRAD	NY
371	70	35.716666666666704	-114.9	Las Vegas Nexrad	NV
372	8	45.7666666666667	-96.5333333333333	Wheaton, Wheaton Municipal Airport	MN
373	14	34.2255555555556	-99.28361111111109	Vernon, Wilbarger County Airport	TX
374	44	35.4	-96.0166666666667	Henryetta Municipal	OK
375	43	35.4725	-98.00555555555559	El Reno, El Reno Municipal Air Park	OK
376	16	34.5166666666667	-96.9833333333333	Sulphur Municipal	OK
377	61	33.7166666666667	-96.6666666666667	Sherman-Denison	TX
378	67	32.444166666666696	-97.8169444444444	Granbury, Granbury Municipal Airport	TX
379	23	32.6	-85.5	Auburn University Automatic Meteorological Observing System	AL
380	90	40.5833333333333	-105.083333333333	Fort Collins Supplementary Aviation Weather Reporting Station 	CO
381	38	37.0166666666667	-80.2666666666667	Roanoke NEXRAD	VA
382	0	49.3166666666667	-94.9	Flag Island	MN
383	7	41.3	-110.766666666667	First Divide	WY
384	0	36.2966666666667	-99.76888888888891	Gage, Gage Airport	OK
385	26	40.9380555555556	-90.4311111111111	Galesburg, Galesburg Municipal Airport	IL
386	4	32.4333333333333	-112.683333333333	Gila Bend U. S. Army Airfield	AZ
387	47	36.2944444444444	-95.4797222222222	Claremore, Claremore Regional Airport	OK
388	3	31.831111111111102	-104.808888888889	Pine Springs, Guadalupe Mountains National Park	TX
389	49	36.433333333333294	-81.4166666666667	Jefferson, Ashe County Airport	NC
390	88	39.5855555555556	-85.8	Shelbyville, Shelbyville Municipal Airport	IN
