"","SightingDate","City","State","Shape","Duration","lon","lat","MilitaryDist","AirportDist","MeterologicalDist","SwampDist","HospitalDist","GolfDist","StorDist","MallDist","LibDist","Hour","Season","Month","Date","Year","Day","Date.Date","MilSw.diff","MilMet.diff","MetSw.diff","is.Round","Sw.Nearest","Met.Nearest","Mil.Nearest","mil.to.swamp.pref.rating","mil.to.swamp.pref.units","mil.to.met.pref.rating","mil.to.met.pref.units","MilMet.diff.mean.by.Roundness"
"3738","8/21/13 21:40","New York City (Brooklyn)","NY","Light","10-15 seconds",-73.9213905,40.6543676,9.83862370556751,9.04168175122185,10.2674247250449,6.34296251038286,0.757919964557076,6.99625581876959,0.942912137320771,2.93046887295345,0.585655084748106,21,"Summer",8,0013-08-21,13,21,2013-08-21,3.49566119518465,-0.428801019477346,3.924462214662,0,TRUE,FALSE,FALSE,0.64470018370491,0.35529981629509,1.04358343527608,0.0435834352760839,2.65613366421381
"3739","8/21/13 21:40","New York","NY","Rectangle","40 seconds",-73.9865812,40.7305991,13.1686041274528,1.80888849940714,6.09897402391599,12.9325761660781,0.304521491492604,10.8957696767278,0.118397217466863,2.04536534916559,0.343223457072607,21,"Summer",8,0013-08-21,13,21,2013-08-21,0.23602796137469,7.06963010353683,-6.83360214216214,0,FALSE,TRUE,FALSE,0.982076463147477,0.0179235368525232,0.463145065709839,0.536854934290161,2.65613366421381
"3740","8/21/13 21:15","Fort Wayne","IN","Fireball","10 minutes",-85.1386015,41.0799898,10.5058299341708,7.14506679428832,73.4255001370563,49.8696856240869,0.901050405767292,31.2121293545984,1.6376808385155,3.11272711634401,34.8332159136298,21,"Summer",8,0013-08-21,13,21,2013-08-21,-39.3638556899161,-62.9196702028856,23.5558145129695,1,FALSE,FALSE,TRUE,4.74685826218099,3.74685826218099,6.98902424626503,5.98902424626503,4.21601663434953
"3741","8/21/13 20:44","Potosi","MO","Cylinder","5 minutes",-90.7879086,37.936438,88.4653022059681,81.5583698383644,88.3167586993424,56.1730038339565,26.3054585394444,67.9235889394706,81.6929497190881,1.47919397246751,59.3875994140873,20,"Summer",8,0013-08-21,13,21,2013-08-21,32.2922983720116,0.148543506625671,32.1437548653859,0,TRUE,FALSE,FALSE,0.634972157820391,0.365027842179609,0.998320883974603,0.00167911602539747,2.65613366421381
"3743","8/21/13 20:30","Alton","IL","Fireball","3 minutes",-90.1842764,38.8906038,33.0879270085963,22.5378561627008,21.9318727497899,10.4950209618696,1.12997251294999,3.80918974643433,13.8674064322002,3.72494726312944,0.384226298615241,20,"Summer",8,0013-08-21,13,21,2013-08-21,22.5929060467267,11.1560542588065,11.4368517879202,1,TRUE,FALSE,FALSE,0.31718581098003,0.68281418901997,0.662836107686405,0.337163892313595,4.21601663434953
"3744","8/21/13 14:15","Kennewick","WA","Cigar","1 minute",-119.1372338,46.2112458,42.127052823392,6.10702722996084,53.1191968682876,59.4441953763721,13.5986537086947,0.942815102449353,202.90473063734,3.36173713512288,58.9812126263805,14,"Summer",8,0013-08-21,13,21,2013-08-21,-17.3171425529801,-10.9921440448956,-6.32499850808447,1,FALSE,FALSE,TRUE,1.41106940534336,0.41106940534336,1.26092838943606,0.260928389436062,4.21601663434953
"3745","8/21/13 13:00","Glen Rose","TX","Circle","~5 minutes",-97.7495398202366,32.243494,62.6163969696576,63.927853696157,23.1948648391602,172.26710298546,0.332761879738662,61.1096279930152,49.6522377023063,58.5958775631427,24.6946613061247,13,"Summer",8,0013-08-21,13,21,2013-08-21,-109.650706015802,39.4215321304974,-149.0722381463,1,FALSE,TRUE,FALSE,2.75115003932495,1.75115003932495,0.370427970334989,0.629572029665011,4.21601663434953
"3747","8/21/13 02:15","Orlando","FL","Flash","fast",-81.3790462,28.5421175,18.0851973113893,1.81669460546414,4.24762701889084,1.9409088446679,1.16656293918504,16.8746407858108,1.93018270876248,3.23089908391365,0.310920577369837,2,"Summer",8,0013-08-21,13,21,2013-08-21,16.1442884667214,13.8375702924984,2.30671817422293,0,TRUE,FALSE,FALSE,0.107320302413599,0.892679697586401,0.234867607234557,0.765132392765443,2.65613366421381
"3748","8/21/13 02:00","Charlestown (Canada)","ON","Light","5 minutes",-85.6702407,38.45312,52.2918786688792,25.0386571079716,57.07065547187,119.380296164185,22.1333436435987,67.9021916197934,21.7186354341772,1.31472849733117,108.441314661368,2,"Summer",8,0013-08-21,13,21,2013-08-21,-67.0884174953062,-4.77877680299074,-62.3096406923154,0,FALSE,FALSE,TRUE,2.2829605514868,1.2829605514868,1.09138659624854,0.0913865962485444,2.65613366421381
"3749","8/20/13 23:30","Waynesboro","VA","Circle","25 minutes",-77.5777692,39.755927,26.7329166277482,14.0311012138087,12.6019354825534,51.4277615771933,9.24561242064812,15.7765099094316,88.1169288874037,14.4683727105753,12.6914060870317,23,"Summer",8,0013-08-20,13,20,2013-08-20,-24.6948449494451,14.1309811451948,-38.8258260946399,1,FALSE,TRUE,FALSE,1.92376171643809,0.923761716438093,0.471401443322979,0.528598556677021,4.21601663434953
"3750","8/20/13 23:15","Kure Beach","NC","Fireball","3 seconds",-77.9072081,33.9968399,0.378308494691844,30.4453963749721,16.163492774282,6.55335977033075,12.9918825950691,65.4703752247896,201.543064041285,24.4664016869888,95.4770410238602,23,"Summer",8,0013-08-20,13,20,2013-08-20,-6.17505127563891,-15.7851842795902,9.61013300395127,1,FALSE,FALSE,TRUE,17.3227930704249,16.3227930704249,42.7256934514468,41.7256934514468,4.21601663434953
"3751","8/20/13 22:20","Baltimore","MA","Circle","15 minutes",-76.6108073,39.2908608,16.8407079492092,1.22434052972064,0.977184060565963,13.1067704144255,0.282384029383287,3.94781181521402,0.343052602685232,0.634913135282723,0.685615246436887,22,"Summer",8,0013-08-20,13,20,2013-08-20,3.73393753478364,15.8635238886432,-12.1295863538596,1,FALSE,TRUE,FALSE,0.778279063680397,0.221720936319603,0.0580251176799162,0.941974882320084,4.21601663434953
"3752","8/20/13 22:00","Portland","OR","Fireball","25 seconds",-122.6741949,45.5202471,8.23625644780599,0.994211955709821,30.9056894206526,13.9413224741514,1.52100592239061,5.89045905974697,0.843141468431184,12.1004895787688,0.810305674536538,22,"Summer",8,0013-08-20,13,20,2013-08-20,-5.70506602634544,-22.6694329728467,16.9643669465012,1,FALSE,FALSE,TRUE,1.69267707513711,0.692677075137113,3.75239523156002,2.75239523156002,4.21601663434953
"3753","8/20/13 22:00","Smithsburg","MD","Triangle","2 minutes",-77.5727681,39.6548186,25.7415469099061,14.6538290940724,14.7833872405985,40.9917797086522,4.0700030317191,20.2888422088767,82.5916359195794,11.1515880819993,12.7175516422968,22,"Summer",8,0013-08-20,13,20,2013-08-20,-15.2502327987461,10.9581596693076,-26.2083924680537,0,FALSE,TRUE,FALSE,1.592436532743,0.592436532743001,0.574300654593117,0.425699345406883,2.65613366421381
"3755","8/20/13 21:14","Flat Rock","MI","Egg","6 minutes",-83.2918744,42.0964314,48.4266987487403,13.1987160046186,10.7916305161904,11.2613582399246,6.82278106151627,24.4029902840454,24.4323254634996,6.70490899827276,33.8509280049682,21,"Summer",8,0013-08-20,13,20,2013-08-20,37.1653405088157,37.6350682325499,-0.469727723734156,1,FALSE,TRUE,FALSE,0.232544413121233,0.767455586878767,0.222844645516357,0.777155354483644,4.21601663434953
"3756","8/20/13 21:10","Silverdale","WA","Light","5 minutes",-122.6766317,47.6594091,2.97337409769752,11.5126439880751,18.2381337754294,18.8758833430655,9.33377297961556,6.31908907742791,21.2300100121798,1.93827546396053,34.5903622679182,21,"Summer",8,0013-08-20,13,20,2013-08-20,-15.9025092453679,-15.2647596777319,-0.63774956763606,0,FALSE,FALSE,TRUE,6.34830422370407,5.34830422370407,6.13381739941583,5.13381739941583,2.65613366421381
"3757","8/20/13 21:06","Marstons Mills","MA","Sphere","4 minutes",-70.4161387,41.6562249,7.08385349191308,8.74971553263194,15.7546595212579,6.53128805071563,12.0068834318083,15.6399248068668,83.5367560856646,5.56503133104975,10.8436643646697,21,"Summer",8,0013-08-20,13,20,2013-08-20,0.552565441197452,-8.67080602934486,9.22337147054231,1,TRUE,FALSE,FALSE,0.921996489364403,0.0780035106355969,2.22402390721991,1.22402390721991,4.21601663434953
"3758","8/20/13 21:05","Beaverton","OR","Light","1 minute",-122.8037804,45.4871723,18.3799092533952,10.9336833532324,26.5312469066342,10.74705882552,3.62072792598533,3.9366116692065,0.753106690235417,20.0338328679884,9.97196420772345,21,"Summer",8,0013-08-20,13,20,2013-08-20,7.63285042787518,-8.15133765323907,15.7841880811142,0,TRUE,FALSE,FALSE,0.584717730504288,0.415282269495712,1.44349172462499,0.443491724624992,2.65613366421381
"3759","8/20/13 21:00","Boston","MA","Light","2 minutes",-71.0595678,42.3604823,19.8272541513587,0.652291917410261,15.2826135876346,2.64818792261341,0.658258406871348,8.48824710808157,0.599722234760794,0.482753481695333,0.482753481695333,21,"Summer",8,0013-08-20,13,20,2013-08-20,17.1790662287453,4.54464056372413,12.6344256650212,0,TRUE,FALSE,FALSE,0.133563018983742,0.866436981016257,0.770788202489819,0.229211797510181,2.65613366421381
"3761","8/20/13 21:00","Los Angeles","CA","Fireball","25 seconds",-118.2427025,34.0536781,1.56573051701594,0.831568383397772,5.5636933752416,21.0702314328713,1.32989266825095,7.45129196855009,0.145919592445702,4.98133148648885,0.815091571083748,21,"Summer",8,0013-08-20,13,20,2013-08-20,-19.5045009158553,-3.99796285822566,-15.5065380576297,1,FALSE,FALSE,TRUE,13.45712509521,12.45712509521,3.55341696082236,2.55341696082236,4.21601663434953
"3762","8/20/13 20:45","Tacoma","WA","Fireball","1-2 minutes",-122.4398746,47.2495798,10.2347927689019,1.65481217936037,15.8636076480545,5.81679257815571,12.2793088770572,6.33631881794967,1.14770917503035,1.09345641883837,32.8682374920351,20,"Summer",8,0013-08-20,13,20,2013-08-20,4.41800019074623,-5.62881487915253,10.0468150698988,1,TRUE,FALSE,FALSE,0.56833515924522,0.43166484075478,1.54996862235017,0.549968622350175,4.21601663434953
"3763","8/20/13 20:45","Tacoma","WA","Fireball","~2 minutes",-122.4398746,47.2495798,10.2347927689019,1.65481217936037,15.8636076480545,5.81679257815571,12.2793088770572,6.33631881794967,1.14770917503035,1.09345641883837,32.8682374920351,20,"Summer",8,0013-08-20,13,20,2013-08-20,4.41800019074623,-5.62881487915253,10.0468150698988,1,TRUE,FALSE,FALSE,0.56833515924522,0.43166484075478,1.54996862235017,0.549968622350175,4.21601663434953
"3764","8/20/13 20:30","Madison","NH","Light","4 minutes",-71.1484029,43.8992395,90.8400048862396,19.0297453105337,42.6126430336735,7.73563169719422,18.091744952524,13.9813547945998,69.8610327885537,9.99546711552184,9.17811196597805,20,"Summer",8,0013-08-20,13,20,2013-08-20,83.1043731890454,48.227361852566,34.8770113364793,0,TRUE,FALSE,FALSE,0.0851566631560806,0.914843336843919,0.469095560783358,0.530904439216642,2.65613366421381
"3769","8/20/13 16:00","Santa Barbara","CA","Changing","&gt;&gt;5 minutes",-119.6970239,34.4098107,39.4400700301729,0.648121048291071,1.12454963911744,13.4924884138466,2.67434298145338,4.48930145695478,1.0054114467234,0.864903596974416,1.31816289246243,16,"Summer",8,0013-08-20,13,20,2013-08-20,25.9475816163263,38.3155203910554,-12.3679387747291,0,FALSE,TRUE,FALSE,0.342101025772125,0.657898974227875,0.0285128712564942,0.971487128743506,2.65613366421381
"3770","8/20/13 07:50","Ellsworth","ME","Circle","30 minutes",-68.4194642,44.5434095,43.6687780116855,11.3800573129264,31.279794584734,4.10990107110003,0.48063089615759,3.46969627117542,176.782069826667,1.22181137842814,0.510089250174575,7,"Summer",8,0013-08-20,13,20,2013-08-20,39.5588769405855,12.3889834269515,27.169893513634,1,TRUE,FALSE,FALSE,0.0941153212485185,0.905884678751481,0.716296539746629,0.283703460253371,4.21601663434953
"3772","8/20/13 05:20","Highland","UT","Light","2 minutes",-111.7921626,40.4190328,10.4558797721092,23.1209467587915,28.0031533664142,70.7825616806943,4.78392270231433,31.0712685527668,32.2791593254512,5.26882530230485,78.44996863531,5,"Summer",8,0013-08-20,13,20,2013-08-20,-60.3266819085851,-17.547273594305,-42.7794083142802,0,FALSE,FALSE,TRUE,6.76964188795525,5.76964188795525,2.6782206736072,1.6782206736072,2.65613366421381
"3774","8/19/13 23:30","Concord","NC","Oval","10 seconds",-80.579511,35.4087517,37.8579679960383,11.9785042929568,12.0877115947258,70.2994634423382,3.58425667367631,14.5992193443086,12.2163302940747,3.08950092722545,17.9410444981652,23,"Summer",8,0013-08-19,13,19,2013-08-19,-32.4414954462999,25.7702564013125,-58.2117518476124,1,FALSE,TRUE,FALSE,1.85692648505844,0.856926485058436,0.319291082817513,0.680708917182487,4.21601663434953
"3775","8/19/13 23:00","Virginia Beach","VA","Egg","3 seconds",-75.9774183,36.8529841,3.2852845249581,6.15072805728588,9.15733098990952,5.36369915265263,0.175720521377616,5.81449513479099,1.71039801620071,0.775624721771716,5.35794525139508,23,"Summer",8,0013-08-19,13,19,2013-08-19,-2.07841462769452,-5.87204646495142,3.7936318372569,1,FALSE,FALSE,TRUE,1.63264372139002,0.632643721390015,2.78737835957338,1.78737835957338,4.21601663434953
"3776","8/19/13 22:00","Dublin","OH","Disk","2 minutes",-83.1140771,40.0992294,21.6188438199603,4.10830196607433,22.2139388696947,12.0263544005967,9.37241458041368,5.47421625663532,1.56482132444541,0.485668008311882,8.29378889459585,22,"Summer",8,0013-08-19,13,19,2013-08-19,9.59248941936361,-0.595095049734372,10.187584469098,1,TRUE,FALSE,FALSE,0.556290359500769,0.443709640499231,1.02752668249469,0.0275266824946916,4.21601663434953
"3777","8/19/13 21:59","Colts Neck","NJ","Light","2 minutes",-74.1723652,40.2876108,1.50621893040637,32.1860481126717,23.8821879710291,2.9828000012847,8.24718613425906,2.9276001364107,29.8611305871501,9.53642018266189,9.04193450274378,21,"Summer",8,0013-08-19,13,19,2013-08-19,-1.47658107087834,-22.3759690406227,20.8993879697444,0,FALSE,FALSE,TRUE,1.98032300688185,0.980323006881854,15.8557215613974,14.8557215613974,2.65613366421381
"3778","8/19/13 21:45","Marysville","OH","Light","&lt;2 minutes",-83.3671432,40.2364486,47.982211171467,30.4673137651499,42.3728807581257,10.2499373925792,0.806170362227396,4.60345491176095,26.9180085232369,0.985086036558102,0.217500646427971,21,"Summer",8,0013-08-19,13,19,2013-08-19,37.7322737788877,5.60933041334129,32.1229433655465,0,TRUE,FALSE,FALSE,0.213619529870154,0.786380470129846,0.883095624891149,0.116904375108851,2.65613366421381
"3780","8/19/13 21:02","Rochester","WA","Circle","2 minutes",-91.1584904,41.6739117,51.6530902045595,32.46511627737,32.2763639089042,47.8589834763402,11.8236743361383,24.0588799228196,198.911587324822,47.5506216351539,10.7133828955874,21,"Summer",8,0013-08-19,13,19,2013-08-19,3.7941067282193,19.3767262956553,-15.582619567436,1,FALSE,TRUE,FALSE,0.926546374801708,0.0734536251982923,0.62486801430624,0.37513198569376,4.21601663434953
"3781","8/19/13 21:00","Chicago","IL","Sphere","30 minutes",-87.6243706,41.8756208,29.2696430116217,0.635441783487928,2.25017639805938,21.3980758170259,1.43492643403669,9.18615733134507,0.720643773365934,4.0778783545509,0.321987545972837,21,"Summer",8,0013-08-19,13,19,2013-08-19,7.87156719459587,27.0194666135624,-19.1478994189665,1,FALSE,TRUE,FALSE,0.731067195063828,0.268932804936172,0.0768774800965603,0.92312251990344,4.21601663434953
"3782","8/19/13 21:00","Kill Devil Hills","NC","Circle","30",-75.6760101,36.0307227,32.56828562415,1.30909436192414,12.8648778708342,15.0061812537232,58.4113529437054,83.4007724837466,82.0769676632082,16.2953754415701,45.9805016298491,21,"Summer",8,0013-08-19,13,19,2013-08-19,17.5621043704268,19.7034077533158,-2.14130338288905,1,FALSE,TRUE,FALSE,0.46076055174964,0.53923944825036,0.395012436924055,0.604987563075945,4.21601663434953
"3786","8/19/13 06:00","Las Cruces","NM","Light","20 minutes",-106.7798135,32.3140549,18.7528646347957,13.6390327267511,28.8965606195121,102.811801066947,4.09903802945723,173.648745692817,41.4567377558539,58.8177992829228,0.237996017908961,6,"Summer",8,0013-08-19,13,19,2013-08-19,-84.0589364321515,-10.1436959847164,-73.9152404474351,0,FALSE,FALSE,TRUE,5.48245844403853,4.48245844403853,1.54091447798833,0.540914477988334,2.65613366421381
"3787","8/19/13 05:50","Lancaster","CA","Flash","10 minutes",-76.3056686,40.03813,46.3679492791621,1.37041650587326,37.88161472183,46.8901819030296,1.00693695580593,4.49611964035812,80.8635051917399,2.25733696740941,6.0931079709327,5,"Summer",8,0013-08-19,13,19,2013-08-19,-0.522232623867524,8.48633455733213,-9.00856718119965,0,FALSE,TRUE,FALSE,1.01126279320061,0.0112627932006089,0.816978436845687,0.183021563154313,2.65613366421381
"3788","8/18/13 23:30","Blaine","MN","Sphere","6 minutes",-93.2349489,45.1607987,29.2408040514338,2.62636599360921,14.2186352693443,9.34686600092005,6.29391817069297,6.60093049567966,14.8623111391928,31.95824101888,23.799353548174,23,"Summer",8,0013-08-18,13,18,2013-08-18,19.8939380505137,15.0221687820895,4.87176926842421,1,TRUE,FALSE,FALSE,0.319651470064885,0.680348529935115,0.486260064679961,0.513739935320039,4.21601663434953
"3795","8/18/13 21:08","Tacoma (northeast of)","WA","Fireball","7-10 minutes",-122.4398746,47.2495798,10.2347927689019,1.65481217936037,15.8636076480545,5.81679257815571,12.2793088770572,6.33631881794967,1.14770917503035,1.09345641883837,32.8682374920351,21,"Summer",8,0013-08-18,13,18,2013-08-18,4.41800019074623,-5.62881487915253,10.0468150698988,1,TRUE,FALSE,FALSE,0.56833515924522,0.43166484075478,1.54996862235017,0.549968622350175,4.21601663434953
"3796","8/18/13 20:56","Rochester","WA","Circle","18 minutes",-91.1584904,41.6739117,51.6530902045595,32.46511627737,32.2763639089042,47.8589834763402,11.8236743361383,24.0588799228196,198.911587324822,47.5506216351539,10.7133828955874,20,"Summer",8,0013-08-18,13,18,2013-08-18,3.7941067282193,19.3767262956553,-15.582619567436,1,FALSE,TRUE,FALSE,0.926546374801708,0.0734536251982923,0.62486801430624,0.37513198569376,4.21601663434953
"3797","8/18/13 20:20","Huntingdon (Canada)","QC","Fireball","10",-74.1768842,45.0865166,71.0430084217806,30.6944253965098,55.1707438877585,41.3379423531012,27.0985613533958,78.1479969031488,271.602480098364,90.6304336996764,80.3768275199794,20,"Summer",8,0013-08-18,13,18,2013-08-18,29.7050660686794,15.8722645340221,13.8328015346573,1,TRUE,FALSE,FALSE,0.581872069770453,0.418127930229547,0.776582314197776,0.223417685802224,4.21601663434953
