name,address,zip,city,state,paid id,longitude,latitude,neighborhood,regionid
Extra Space Storage,990 Alta Mere Dr Fort Worth TX 76116,76116,Fort Worth,TX,69215,-97.433424,32.75059,Far West,271384
U-Stor Vickery,7111 West Vickery Boulevard Fort Worth TX 76116-9036,76116-9036,Fort Worth,TX,,-97.437493,32.699399,Far West,271384
Benbrook Manor Mini-Storage,4635 Williams Road Benbrook TX 76116-8800,76116-8800,Benbrook,TX,,-97.452787,32.707155,Far West,271384
D H P Space Center,7121 West Vickery Boulevard Benbrook TX 76116-9054,76116-9054,Benbrook,TX,,-97.437699,32.699399,Far West,271384
Sunbelt Self Storage Iii Limited,6162 Southwest Boulevard Benbrook TX 76109-3987,76109-3987,Benbrook,TX,,-97.414828,32.690553,Far West,271384
Boyle-Ft Worth LP,5666 Southwest Loop 820 Fort Worth TX 76132-1866,76132-1866,Fort Worth,TX,,-97.410983,32.684208,Far West,271384
Gatlin Vernon,412 Mercedes Street Benbrook TX 76126-2563,76126-2563,Benbrook,TX,,-97.463888,32.6791,Far West,271384
Professional Storage Services,119 Goliad Street Benbrook TX 76126-2011,76126-2011,Benbrook,TX,,-97.458581,32.682,Far West,271384
Haltom City Self Storage,5020 Haltom Road Haltom City TX 76117-1107,76117-1107,Haltom City,TX,,-97.276602,32.837712,Northeast,271504
Pot Latch,421 Railhead Road Fort Worth TX 76106-1982,76106-1982,Fort Worth,TX,,-97.350718,32.835023,Northeast,271504
Madison Warehouse Inc,751 Eight Twenty Boulevard Fort Worth TX 76106-1972,76106-1972,Fort Worth,TX,,-97.34688,32.8331,Northeast,271504
Aardvark Self Storage,3825 Chesser Boyer Road Fort Worth TX 76111-6206,76111-6206,Fort Worth,TX,,-97.291904,32.802494,Northeast,271504
Evans Melvin Warehouses,598 North Beach Street Fort Worth TX 76111-5940,76111-5940,Fort Worth,TX,,-97.287399,32.771943,Northeast,271504
Trailer Storage Inc,920 North Main Street Fort Worth TX 76164-9421,76164-9421,Fort Worth,TX,,-97.341821,32.770425,Northeast,271504
U-Stor-It,229 North Beach Street Fort Worth TX 76111-7007,76111-7007,Fort Worth,TX,,-97.287699,32.766464,Northeast,271504
Extra Space Storage,613 North Fwy Fort Worth TX 76102,76102,Fort Worth,TX,69203,-97.319631,32.76879,Northeast,271504
Extra Space Storage,613 North Fwy Fort Worth TX 76102,76102,Fort Worth,TX,69203,-97.320662,32.76813,Northeast,271504
Abg Packaging & Assembly,2716 Cullen Street Fort Worth TX 76107-1304,76107-1304,Fort Worth,TX,,-97.354865,32.761499,Northeast,271504
Kingpin Self Storage,750 North Henderson Street Fort Worth TX 76107-1419,76107-1419,Fort Worth,TX,,-97.344717,32.760019,Northeast,271504
Craddock Moving & Storage,2841 Cullen Street Fort Worth TX 76107-1305,76107-1305,Fort Worth,TX,,-97.357544,32.761756,Northeast,271504
Boxt Containers,1 E 1st St Fort Worth TX 76102,76102,Fort Worth,TX,,-97.33207,32.7566,Northeast,271504
Pot Latch,421 Railhead Road Fort Worth TX 76106-1982,76106-1982,Fort Worth,TX,,-97.350718,32.835023,Northside,274793
Madison Warehouse Inc,751 Eight Twenty Boulevard Fort Worth TX 76106-1972,76106-1972,Fort Worth,TX,,-97.34688,32.8331,Northside,274793
Trailer Storage Inc,920 North Main Street Fort Worth TX 76164-9421,76164-9421,Fort Worth,TX,,-97.341821,32.770425,Northside,274793
U-Stor-It,5700 River Oaks Boulevard River Oaks TX 76114-3309,76114-3309,River Oaks,TX,65055,-97.405599,32.768099,Northside,274793
1st American Spectrum - U Storit River Oaks,5700 River Oaks Blvd River Oaks TX 76114,76114,River Oaks,TX,65055,-97.405926,32.767618,Northside,274793
1st American Storage - U Storit Northwest,1850 Ephriham Ave Fort Worth TX 76164,76164,Fort Worth,TX,65046,-97.380332,32.786325,Northside,274793
Abg Packaging & Assembly,2716 Cullen Street Fort Worth TX 76107-1304,76107-1304,Fort Worth,TX,,-97.354865,32.761499,Northside,274793
Kingpin Self Storage,750 North Henderson Street Fort Worth TX 76107-1419,76107-1419,Fort Worth,TX,,-97.344717,32.760019,Northside,274793
Craddock Moving & Storage,2841 Cullen Street Fort Worth TX 76107-1305,76107-1305,Fort Worth,TX,,-97.357544,32.761756,Northside,274793
Boxt Containers,1 E 1st St Fort Worth TX 76102,76102,Fort Worth,TX,,-97.33207,32.7566,Northside,274793
A Plus Warehousing,5901 East Rosedale Street Fort Worth TX 76112-7736,76112-7736,Fort Worth,TX,,-97.228461,32.729599,South East,275425
Beach St Lock-up,700 South Beach Street Fort Worth TX 76105-1154,76105-1154,Fort Worth,TX,,-97.289599,32.7376,South East,275425
Colonial Storage Centers,5513 East Lancaster Avenue Fort Worth TX 76112-6428,76112-6428,Fort Worth,TX,62788,-97.23643,32.738889,South East,275425
Colonial Storage - Ft Worth - E Lancaster Ave.,5513 E Lancaster Ave Fort Worth TX 76112,76112,Fort Worth,TX,62788,-97.236008,32.739128,South East,275425
Lake Arlington Self Storage,2801 East Loop 820 South Arlington TX 76119-1830,76119-1830,Arlington,TX,,-97.225362,32.718342,South East,275425
A Storage Container By Williams Scotsman,4590 Carey Street Fort Worth TX 76119-4222,76119-4222,Fort Worth,TX,,-97.243299,32.695939,South East,275425
Thrifti Self Storage A,2115 8th Avenue Fort Worth TX 76110-1847,76110-1847,Fort Worth,TX,,-97.343799,32.721159,Southside,271580
Bryan's Collision,415 Hemphill Street Fort Worth TX 76104-2217,76104-2217,Fort Worth,TX,,-97.331713,32.740718,Southside,271580
Seminary East Self Storage,1355 East Seminary Drive Fort Worth TX 76115-2945,76115-2945,Fort Worth,TX,,-97.307806,32.684466,Southside,271580
A-1 Self Storage,2620 West Pafford Street Fort Worth TX 76110-5936,76110-5936,Fort Worth,TX,,-97.355497,32.6922,Southside,271580
U-Stor-It,3200 W Bolt Street Fort Worth TX 76110-5814,76110-5814,Fort Worth,TX,,-97.362147,32.6893,Southside,271580
Extra Space Storage,4901 South Fwy Fort Worth TX 76115,76115,Fort Worth,TX,69204,-97.3192,32.674059,Southside,271580
Extra Space Storage,4901 South Fwy Fort Worth TX 76115,76115,Fort Worth,TX,69204,-97.319963,32.67401,Southside,271580
Seminary East Self Storage,1355 East Seminary Drive Fort Worth TX 76115-2945,76115-2945,Fort Worth,TX,,-97.307806,32.684466,Sycamore,275653
Wichita Street Self Storage,7413 Wichita Street Fort Worth TX 76140-1701,76140-1701,Fort Worth,TX,,-97.285113,32.647337,Sycamore,275653
Madison Warehouse Corporation,6445 Will Rogers Boulevard Fort Worth TX 76134-3006,76134-3006,Fort Worth,TX,,-97.312799,32.652078,Sycamore,275653
Best Little Warehouse In Texas,6712 Crowley Road Fort Worth TX 76134-3321,76134-3321,Fort Worth,TX,,-97.348599,32.648567,Sycamore,275653
Extra Space Storage,4901 South Fwy Fort Worth TX 76115,76115,Fort Worth,TX,69204,-97.3192,32.674059,Sycamore,275653
Forest Hill Self Storage,7321 Wichita St Fort Worth TX 76140-1716,76140-1716,Fort Worth,TX,37024,-97.284895,32.648213,Sycamore,275653
Forest Hill Self Storage,7321 Wichita Street Fort Worth TX 76140,76140,Fort Worth,TX,37024,-97.284769,32.648726,Sycamore,275653
Extra Space Storage,4901 South Fwy Fort Worth TX 76115,76115,Fort Worth,TX,69204,-97.319963,32.67401,Sycamore,275653
Thrifti Self Storage A,2115 8th Avenue Fort Worth TX 76110-1847,76110-1847,Fort Worth,TX,,-97.343799,32.721159,Tcu-West Cliff,275677
Extra Space Storage,5401 W Rosedale St Fort Worth TX 76107,76107,Fort Worth,TX,69223,-97.403315,32.73247,Tcu-West Cliff,275677
Extra Space Storage,5401 W Rosedale St Fort Worth TX 76107,76107,Fort Worth,TX,69223,-97.402658,32.732749,Tcu-West Cliff,275677
Mira Vista Self Storage,5600 Bryant Irvin Road Fort Worth TX 76132-4034,76132-4034,Fort Worth,TX,62718,-97.419687,32.667842,Tcu-West Cliff,275677
A-Y Westside Mini Storage,5050 West Vickery Boulevard Fort Worth TX 76107-7517,76107-7517,Fort Worth,TX,,-97.39693,32.715874,Tcu-West Cliff,275677
Hulen-Vickery Mini Storage,5000 West Vickery Boulevard Fort Worth TX 76107-7517,76107-7517,Fort Worth,TX,,-97.396119,32.71615,Tcu-West Cliff,275677
Sunbelt Self Storage Iii Limited,6162 Southwest Boulevard Benbrook TX 76109-3987,76109-3987,Benbrook,TX,,-97.414828,32.690553,Tcu-West Cliff,275677
Security Self Storage,2600 South Hulen Street Fort Worth TX 76109-5552,76109-5552,Fort Worth,TX,64173,-97.385306,32.713876,Tcu-West Cliff,275677
Boyle-Ft Worth LP,5666 Southwest Loop 820 Fort Worth TX 76132-1866,76132-1866,Fort Worth,TX,,-97.410983,32.684208,Tcu-West Cliff,275677
A-1 Self Storage,2620 West Pafford Street Fort Worth TX 76110-5936,76110-5936,Fort Worth,TX,,-97.355497,32.6922,Tcu-West Cliff,275677
U-Stor-It,3200 W Bolt Street Fort Worth TX 76110-5814,76110-5814,Fort Worth,TX,,-97.362147,32.6893,Tcu-West Cliff,275677
Eagle Self Storage,4450 Rivertree Boulevard Fort Worth TX 76109-9544,76109-9544,Fort Worth,TX,,-97.387456,32.711318,Tcu-West Cliff,275677
Security Self Storage - Hulen,2600 S Hulen St Fort Worth TX 76109,76109,Fort Worth,TX,64173,-97.385814,32.714573,Tcu-West Cliff,275677
Storage Choice - Mira Vista,5600 Bryant Irvin Rd Fort Worth TX 76132,76132,Fort Worth,TX,62718,-97.42123,32.667964,Tcu-West Cliff,275677
Southmore Lock & Store,1112 Southmore Boulevard Houston TX 77004-5824,77004-5824,Houston,TX,,-95.38649,29.72794,Rice,275157
A-Alamo Mini Storage,7017 Almeda Road Houston TX 77054-2101,77054-2101,Houston,TX,,-95.386855,29.698525,Rice,275157
Proguard Self Storage,2915 Old Spanish Trl Houston TX 77002,77002,Houston,TX,,-95.38504,29.69927,Rice,275157
Extra Space Storage,2222 Southwest Fwy Houston TX 77098,77098,Houston,TX,69197,-95.414004,29.731547,Rice,275157
Extra Space Storage,2222 Southwest Fwy Houston TX 77098,77098,Houston,TX,69197,-95.413663,29.7313,Rice,275157
Bradford Warehouses,1610 Ovid Street Houston TX 77007-2921,77007-2921,Houston,TX,,-95.373722,29.7759,Rice Military,275158
Heights Public Storage,102 Heights Boulevard Houston TX 77007-3729,77007-3729,Houston,TX,,-95.397199,29.770525,Rice Military,275158
Mini Storage Off Memorial,160 Birdsall Street Houston TX 77007-8141,77007-8141,Houston,TX,,-95.420099,29.761741,Rice Military,275158
Alamo Mini Storage A,3535 Katy Freeway Houston TX 77007-3611,77007-3611,Houston,TX,69664,-95.39538,29.776165,Rice Military,275158
Harris Moving & Storage Company,1824 Spring Street Houston TX 77007-4056,77007-4056,Houston,TX,,-95.376165,29.7752,Rice Military,275158
Hot Shot Delivery Inc,701 Shepherd Drive Houston TX 77007-5352,77007-5352,Houston,TX,,-95.409399,29.768307,Rice Military,275158
A Moving & Storage Company Inc,2002 Silver Street Houston TX 77007-2829,77007-2829,Houston,TX,,-95.376998,29.775217,Rice Military,275158
Us Storage Rental Spaces,5425 Katy Freeway Houston TX 77007-4305,77007-4305,Houston,TX,65227,-95.418449,29.7769,Rice Military,275158
Feld Warehouse Corporation,4544 Post Oak Place Drive Houston TX 77027-3161,77027-3161,Houston,TX,,-95.451087,29.75029,River Oaks,275188
Haute Baby,1121 Uptown Park Blvd # 9 Houston TX 77027,77027,Houston,TX,,-95.457618,29.75612,River Oaks,275188
Mini Storage Off Memorial,160 Birdsall Street Houston TX 77007-8141,77007-8141,Houston,TX,,-95.420099,29.761741,River Oaks,275188
Bullseye Storage West Dallas,3200 W Dallas St Houston TX 77019,77019,Houston,TX,,-95.399002,29.757299,River Oaks,275188
Beverly Road Boat And Camper Storage,4610 Merwin Street Houston TX 77027-6718,77027-6718,Houston,TX,,-95.451843,29.731,River Oaks,275188
Hot Shot Delivery Inc,701 Shepherd Drive Houston TX 77007-5352,77007-5352,Houston,TX,,-95.409399,29.768307,River Oaks,275188
Allied Van Lines Agents,2601 Southwest Fwy Houston TX 77098,77098,Houston,TX,,-95.41906,29.730209,River Oaks,275188
Space Place Self Storage,4245 Richmond Avenue Suite 100 Houston TX 77027-6898,77027-6898,Houston,TX,69183,-95.446481,29.7324,River Oaks,275188
Space Place,4245 Richmond Avenue Houston TX 77027-6842,77027-6842,Houston,TX,69183,-95.446481,29.7324,River Oaks,275188
Extra Space Storage,2222 Southwest Fwy Houston TX 77098,77098,Houston,TX,69197,-95.414004,29.731547,River Oaks,275188
Extra Space Storage,2222 Southwest Fwy Houston TX 77098,77098,Houston,TX,69197,-95.413663,29.7313,River Oaks,275188
Extra Space Storage,4245 Richmond Ave Houston TX 77027,77027,Houston,TX,69183,-95.446245,29.731541,River Oaks,275188
Best Westside Mini Storage,3320 Westside Dr Pasadena TX 77002,77002,Pasadena,TX,,-95.202644,29.661539,Southeast,275468
Durrett Storage Center,2825 Westside Drive Pasadena TX 77502-4823,77502-4823,Pasadena,TX,,-95.204535,29.669532,Southeast,275468
Stewarts Aaa-Boat Camper & Utility Storage,600 Crenshaw Road Pasadena TX 77504-3732,77504-3732,Pasadena,TX,,-95.203342,29.6385,Southeast,275468
Cartel Placers LLC,5411 Brookglen Drive Houston TX 77017-5997,77017-5997,Houston,TX,,-95.253596,29.676881,Southeast,275468
Deville Storage,7535 Morley Street Houston TX 77061-2808,77061-2808,Houston,TX,,-95.287177,29.661157,Southeast,275468
Edgebrook Storage,159 East Edgebrook Drive Houston TX 77034-1409,77034-1409,Houston,TX,,-95.2147,29.650733,Southeast,275468
Holmes Road Storage,2910 Holmes Road Houston TX 77051-1026,77051-1026,Houston,TX,,-95.384,29.674301,Southeast,275468
Niday Mini Storage Inc,10030 Blackhawk Boulevard Houston TX 77089-1004,77089-1004,Houston,TX,,-95.246799,29.598341,Southeast,275468
Niday Public Storage,12450 Beamer Road Houston TX 77089-5377,77089-5377,Houston,TX,,-95.216497,29.586801,Southeast,275468
Southeast Houston Auto Storage,9939 Rowlett Road Houston TX 77075-3404,77075-3404,Houston,TX,,-95.233985,29.623395,Southeast,275468
Allied Van Lines Agents - Westheimer Transfer Storage,9960 Buffalo Speedway Houston TX 77054-1310,77054-1310,Houston,TX,,-95.424833,29.674448,Southeast,275468
A Plus Self Storage,10801 Sabo Road Houston TX 77089-1619,77089-1619,Houston,TX,65048,-95.223849,29.613536,Southeast,275468
A-American Self Storage,10620 Almeda Genoa Road Houston TX 77034-3526,77034-3526,Houston,TX,,-95.225199,29.6278,Southeast,275468
Vopak Usa Inc,777 Brisbane Street Houston TX 77061-5044,77061-5044,Houston,TX,,-95.30112,29.637966,Southeast,275468
Private Mini Storage,12475 Gulf Freeway Houston TX 77034-4500,77034-4500,Houston,TX,,-95.217551,29.617999,Southeast,275468
Broadway E G Mini Storage,7822 Rockhill Street Houston TX 77061-2345,77061-2345,Houston,TX,,-95.2778,29.6655,Southeast,275468
A-N-C Rv Storage,2906 Shaver Street Pasadena TX 77502-4939,77502-4939,Pasadena,TX,,-95.207894,29.666847,Southeast,275468
Boat & Camper Storage Inc,9003 Almeda Genoa Road Houston TX 77075-2335,77075-2335,Houston,TX,,-95.255961,29.626902,Southeast,275468
Texas Storage Systems,9501 Monroe Road Houston TX 77075-2551,77075-2551,Houston,TX,,-95.266199,29.6291,Southeast,275468
National Self Storage,9330 Gulf Fwy Houston TX 77017-7013,77017-7013,Houston,TX,64492,-95.252586,29.653684,Southeast,275468
Brooks Storage,4018 Allen Genoa Road Pasadena TX 77504-2706,77504-2706,Pasadena,TX,,-95.20413,29.649736,Southeast,275468
Abc Auto Storage,6005 Selinsky Road Houston TX 77048-1921,77048-1921,Houston,TX,,-95.325781,29.6375,Southeast,275468
Airport Auto Storage,10015 Telephone Road Houston TX 77075-2942,77075-2942,Houston,TX,,-95.285299,29.620643,Southeast,275468
C & E Auto Storage,7735 Lettie Street Houston TX 77075-4626,77075-4626,Houston,TX,,-95.28475,29.6046,Southeast,275468
Private Mini Storage,1525 North Main Street Pearland TX 77581-2801,77581-2801,Pearland,TX,,-95.286399,29.582739,Southeast,275468
Extra Space Storage,1402 Spencer Hwy South Houston TX 77587,77587,South Houston,TX,69192,-95.213526,29.663479,Southeast,275468
U.Store.It,9900 Rowlett Road Houston TX 77075,77075,Houston,TX,63263,-95.234004,29.624555,Southeast,275468
Almeda School Road Self Storage,13504 Almeda School Rd Houston TX 77047,77047,Houston,TX,64433,-95.417625,29.611214,Southeast,275468
Texas Self Storage,8909 Hinman St Houston TX 77061,77061,Houston,TX,65126,-95.266936,29.659688,Southeast,275468
Your Storage Place - Houston - Gulf Fwy,9330 Gulf Fwy Houston TX 77017,77017,Houston,TX,64492,-95.252736,29.653625,Southeast,275468
1st American Storage - A Plus Storage,10801 Sabo Rd Houston TX 77075,77075,Houston,TX,65048,-95.222471,29.61448,Southeast,275468
A & B Storage,8750 Old Galveston Rd Houston TX 77034,77034,Houston,TX,64952,-95.2092,29.633372,Southeast,275468
Almeda Self Storage,10600 Almeda Genoa Rd Houston TX 77034,77034,Houston,TX,64953,-95.224812,29.626761,Southeast,275468
U-Store-It Rowlett Road,9900 Rowlett Road Houston TX 77075,77075,Houston,TX,63263,-95.234014,29.625162,Southeast,275468
Extra Space Storage,1402 Spencer Hwy South Houston TX 77587,77587,South Houston,TX,69192,-95.213204,29.664551,Southeast,275468
Southmore Lock & Store,1112 Southmore Boulevard Houston TX 77004-5824,77004-5824,Houston,TX,,-95.38649,29.72794,Southeast,275468
South Houston Self Storage & Car Wash,701 Allen Genoa Road Houston TX 77017-4256,77017-4256,Houston,TX,,-95.241485,29.700762,Southeast,275468
Safari Storage & Rental,103 Allen Genoa Road Houston TX 77017-2755,77017-2755,Houston,TX,,-95.246495,29.708156,Southeast,275468
Andy's Golden Nugget Ball Room,3601 Telephone Road Houston TX 77023-5501,77023-5501,Houston,TX,,-95.313199,29.7086,Southeast,275468
Houston Moving Systems,5301 Polk Street Building 14 Houston TX 77023-1453,77023-1453,Houston,TX,,-95.32068,29.734396,Southeast,275468
Loop 610 Storage,7850 South Loop E Houston TX 77017,77017,Houston,TX,,-95.282669,29.699153,Southeast,275468
Reefer Port-Houston,8050 Harrisburg Boulevard Houston TX 77012-1604,77012-1604,Houston,TX,,-95.281024,29.729235,Southeast,275468
Shady Park Storage,2808 Shady Park Drive Houston TX 77017-2417,77017-2417,Houston,TX,,-95.270799,29.700786,Southeast,275468
East End Transfer & Storage Inc,5607 Cavanaugh Street Houston TX 77021-3801,77021-3801,Houston,TX,,-95.333322,29.698739,Southeast,275468
A-Alamo Mini Storage,7017 Almeda Road Houston TX 77054-2101,77054-2101,Houston,TX,,-95.386855,29.698525,Southeast,275468
Thomas & Company,1402 Blodgett Street Houston TX 77004-5013,77004-5013,Houston,TX,,-95.380983,29.73019,Southeast,275468
OST Storage Center,3131 Old Spanish Trail Houston TX 77054-2218,77054-2218,Houston,TX,,-95.379899,29.7002,Southeast,275468
L O Trucking,9821 Clinton Drive Houston TX 77029-4319,77029-4319,Houston,TX,,-95.254779,29.732,Southeast,275468
Store & Lock,576 Centre South Houston TX 77587,77587,South Houston,TX,,-95.241629,29.701221,Southeast,275468
Proguard Self Storage,2915 Old Spanish Trl Houston TX 77002,77002,Houston,TX,,-95.38504,29.69927,Southeast,275468
Bell Hot Shot Delivery Service,4105 Telephone Road Houston TX 77087-1347,77087-1347,Houston,TX,,-95.307444,29.705359,Southeast,275468
Allied Van Lines Agents,2601 Southwest Fwy Houston TX 77098,77098,Houston,TX,,-95.41906,29.730209,Southeast,275468
Friendly Public Warehouse,7939 Harrisburg Boulevard Houston TX 77012-1601,77012-1601,Houston,TX,,-95.283437,29.729897,Southeast,275468
Best Auto Storage,1747 Ennis Street Houston TX 77003-5305,77003-5305,Houston,TX,,-95.352129,29.741175,Southeast,275468
Space Place Selfstorage,3011 San Jacinto Street Houston TX 77004-2814,77004-2814,Houston,TX,69181,-95.374455,29.741734,Southeast,275468
Extra Space Storage,2222 Southwest Fwy Houston TX 77098,77098,Houston,TX,69197,-95.414004,29.731547,Southeast,275468
Extra Space Storage,8600 S Main St Houston TX 77025,77025,Houston,TX,69191,-95.41743,29.690696,Southeast,275468
Security Self Storage - South Main,8100 Main St Houston TX 77025,77025,Houston,TX,64192,-95.416532,29.69411,Southeast,275468
Space Saver 8 Self Storage,6333 S Loop E Fwy Houston TX 77087,77087,Houston,TX,64955,-95.315137,29.697069,Southeast,275468
Extra Space Storage,2222 Southwest Fwy Houston TX 77098,77098,Houston,TX,69197,-95.413663,29.7313,Southeast,275468
Extra Space Storage,8600 S Main St Houston TX 77025,77025,Houston,TX,69191,-95.41783,29.690438,Southeast,275468
Extra Space Storage,3011 San Jacinto St Houston TX 77004,77004,Houston,TX,69181,-95.374254,29.741275,Southeast,275468
Storage WIZ,14365 South Post Oak Road Houston TX 77045-6000,77045-6000,Houston,TX,,-95.464899,29.618065,Southwest,276578
Stow-Away Mini-Warehouse - No 1,5512 South Willow Drive Houston TX 77035-4706,77035-4706,Houston,TX,,-95.474571,29.652798,Southwest,276578
Allied Van Lines Agents - Westheimer Transfer Storage,9960 Buffalo Speedway Houston TX 77054-1310,77054-1310,Houston,TX,,-95.424833,29.674448,Southwest,276578
E & A Underground Utlities,3920 Anderson Road Houston TX 77053-2408,77053-2408,Houston,TX,,-95.435588,29.6062,Southwest,276578
Total Handling Solutions,3615 Willowbend Boulevard Houston TX 77054-1115,77054-1115,Houston,TX,,-95.435188,29.663652,Southwest,276578
Rogers Alvis O L,7914 Fawn Terrace Drive Houston TX 77071-2721,77071-2721,Houston,TX,,-95.515852,29.6464,Southwest,276578
Watson & Taylor Self Storage - Houston,6450 Spellman Road Houston TX 77096-5516,77096-5516,Houston,TX,28435,-95.505017,29.65668,Southwest,276578
U-Stuf-It A,14619 Main Street Houston TX 77035-6559,77035-6559,Houston,TX,,-95.506175,29.630971,Southwest,276578
South Texas Transfer and Storage Inc,Po Box 13643 Houston TX 77219,77219,Houston,TX,,-95.45071,29.640063,Southwest,276578
Private Mini Storage,11991 Main Street Houston TX 77035-6300,77035-6300,Houston,TX,,-95.446162,29.653306,Southwest,276578
Almeda School Road Self Storage,13504 Almeda School Rd Houston TX 77047,77047,Houston,TX,64433,-95.417625,29.611214,Southwest,276578
Watson & Taylor Self Storage - Fondren,6450a Spellman Rd Houston TX 77096,77096,Houston,TX,28435,-95.504854,29.656707,Southwest,276578
All Purpose Store & Lock,1955 Ojeman Road Houston TX 77080-6909,77080-6909,Houston,TX,,-95.502399,29.808078,Spring Branch,275513
Ammex Mini-Storage,7723 Long Point Road Houston TX 77055-3607,77055-3607,Houston,TX,,-95.481287,29.8028,Spring Branch,275513
Bergen Company,1616 West Sam Houston Parkway North Houston TX 77043-3115,77043-3115,Houston,TX,,-95.563198,29.802021,Spring Branch,275513
Brandex Mini Storage,4506 Steffani Lane Houston TX 77041-8816,77041-8816,Houston,TX,,-95.546199,29.835393,Spring Branch,275513
Byzance Inc,1955 Ojeman Rd # 1 Houston TX 77080,77080,Houston,TX,,-95.502395,29.808078,Spring Branch,275513
Campbell Road Mini Warehouse,1990 Campbell Road Houston TX 77080-5336,77080-5336,Houston,TX,,-95.525909,29.80795,Spring Branch,275513
Gulf Storage Partners Lp,10735 West Little York Road Houston TX 77041-4066,77041-4066,Houston,TX,,-95.565109,29.867226,Spring Branch,275513
Hammerly Mini Storage,9438 Hammerly Boulevard Houston TX 77080-5400,77080-5400,Houston,TX,,-95.524598,29.8098,Spring Branch,275513
HI & DRI Mini Storage,4622 Sherwood Lane Houston TX 77092-7818,77092-7818,Houston,TX,,-95.458041,29.8141,Spring Branch,275513
Vanwall Mini-Storage,13911 Van Wall Street Houston TX 77040-5445,77040-5445,Houston,TX,,-95.524567,29.853004,Spring Branch,275513
Berger Transfer & S Storage,3021 Mangum Road Houston TX 77092-7409,77092-7409,Houston,TX,,-95.459398,29.81542,Spring Branch,275513
Gulf Transfer & Storage Inc,2105 Silber Road Suite 102 Houston TX 77055-2653,77055-2653,Houston,TX,,-95.46792,29.805656,Spring Branch,275513
A Mini Storage,3735 Mangum Road Houston TX 77092-5407,77092-5407,Houston,TX,,-95.461574,29.823109,Spring Branch,275513
Katy Boat & RV Storage,20002 Franz Road Houston TX 77040,77040,Houston,TX,,-95.567335,29.867216,Spring Branch,275513
Express Storage Lot,6838 Poppy Street Houston TX 77092-2151,77092-2151,Houston,TX,,-95.49144,29.8421,Spring Branch,275513
Express Storage Lot No 1,4250 Clark Road Houston TX 77040-6502,77040-6502,Houston,TX,,-95.506299,29.835852,Spring Branch,275513
AAAA U-Store UM,1931 Knoll Street Houston TX 77080-6810,77080-6810,Houston,TX,,-95.50973,29.806333,Spring Branch,275513
Mini Warehouses Of Houston,5819 Victory Drive Houston TX 77088-6638,77088-6638,Houston,TX,,-95.475422,29.865835,Spring Branch,275513
Spring Branch Boat & Mini Storage,1842 Knoll Street Houston TX 77080-6813,77080-6813,Houston,TX,,-95.509699,29.804839,Spring Branch,275513
Rv & Boat Storage-Spring Branch,4014 Clarblak Lane Houston TX 77080-1313,77080-1313,Houston,TX,,-95.528371,29.829517,Spring Branch,275513
Storage USA,10901 Northwest Fwy Houston TX 77092,77092,Houston,TX,63846,-95.465667,29.81615,Spring Branch,275513
Fry Road Mini Storage,8900 Emnora Lane Houston TX 77080-6005,77080-6005,Houston,TX,,-95.511874,29.8161,Spring Branch,275513
National Self Storage,10901 Northwest Fwy Houston TX 77092,77092,Houston,TX,63846,-95.465691,29.816149,Spring Branch,275513
Total Separation Solutions Llc,6650 West Sam Houston Parkway North Houston TX 77041-5151,77041-5151,Houston,TX,,-95.563499,29.866167,Spring Branch,275513
O O C L (usa) Inc,13831 Northwest Houston TX 77040,77040,Houston,TX,,-95.515029,29.853565,Spring Branch,275513
West 34th Street Self Stge Ctr,4100 W 34th St Houston TX 77002,77002,Houston,TX,69712,-95.451301,29.81747,Spring Branch,275513
Houston Mini Storage,1921 Hollister Spring TX 77373,77373,Spring,TX,,-95.506807,29.806604,Spring Branch,275513
Better Tripp A Moving & Storage Co Inc,5400 Mitchelldale Street Houston TX 77092-7231,77092-7231,Houston,TX,,-95.466262,29.813799,Spring Branch,275513
Go Professional Towing And Storage,5900 Cunningham Road Houston TX 77041-4704,77041-4704,Houston,TX,,-95.581499,29.853726,Spring Branch,275513
Climate Controlled Storage: Storage Facilities,18106 Northwest Fwy Houston TX 77065,77065,Houston,TX,65092,-95.500229,29.84553,Spring Branch,275513
Private Mini Storage,6400 West Little York Road Houston TX 77091-1110,77091-1110,Houston,TX,65116,-95.4839,29.8658,Spring Branch,275513
U.Store.It,2150 Wirt Road Houston TX 77055,77055,Houston,TX,63262,-95.485035,29.811556,Spring Branch,275513
Morningstar Mini-Storage of West Little York,6400 W Little York Rd Houston TX 77091,77091,Houston,TX,65116,-95.483957,29.865899,Spring Branch,275513
Spring Shadows Storage,2870 Gessner Rd Houston TX 77080,77080,Houston,TX,64001,-95.545142,29.819449,Spring Branch,275513
Your Storage Place - Houston - Northwest Fwy,10901 Northwest Fwy Houston TX 77092,77092,Houston,TX,64494,-95.468182,29.816061,Spring Branch,275513
Uncle Bob's Self Storage,10640 Hempstead Hwy Houston TX 77092,77092,Houston,TX,50674,-95.469797,29.808713,Spring Branch,275513
Uncle Bob's Self Storage,5550 Antoine Dr Houston TX 77091,77091,Houston,TX,50578,-95.47302,29.845304,Spring Branch,275513
Uncle Bob's Self Storage,8726 Long Point Rd Houston TX 77055,77055,Houston,TX,50805,-95.503802,29.803163,Spring Branch,275513
U-Store-It Wirt Road,2150 Wirt Road Houston TX 77055,77055,Houston,TX,63262,-95.485029,29.811465,Spring Branch,275513
